Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE
Cc1ccc(NN)cc1,[NH2],Cc1ccc([NH])cc1,5,N-N,58.65201121
Cc1ccc(NN)cc1,[H],Cc1c[c]c(NN)cc1,13,C-H,111.5880429
Cc1ccc(NN)cc1,[H],Cc1ccc([N]N)cc1,14,H-N,75.46674238
Cc1ccc(NN)cc1,[H],Cc1ccc(N[NH])cc1,15,H-N,79.22426627
CC(C)(CO)[C@H](O)C(=O)O,C[C](CO)[C@H](O)C(=O)O,[CH3],0,C-C,85.08457282
CC(C)(CO)[C@H](O)C(=O)O,C[C](C)[C@H](O)C(=O)O,[CH2]O,2,C-C,85.14293116
CC(C)(CO)[C@H](O)C(=O)O,[CH2]C(C)(C)[C@H](O)C(=O)O,[OH],3,C-O,97.63914538
CC(C)(CO)[C@H](O)C(=O)O,CC(C)(CO)[C@H](O)[C]=O,[OH],8,C-O,110.7766738
CC(C)(CO)[C@H](O)C(=O)O,[H],CC(C)([CH]O)[C@H](O)C(=O)O,15,C-H,95.72838048
CC(C)(CO)[C@H](O)C(=O)O,[H],CC(C)(C[O])[C@H](O)C(=O)O,17,H-O,103.8709373
CC(C)(CO)[C@H](O)C(=O)O,[H],CC(C)(CO)[C@H]([O])C(=O)O,19,H-O,104.7381547
CCNCCC(=O)OC,[CH2]NCCC(=O)OC,[CH3],0,C-C,82.73957169
CCNCCC(=O)OC,[CH2]C,COC(=O)CC[NH],1,C-N,83.70405302
CCNCCC(=O)OC,[CH2]CC(=O)OC,CC[NH],2,C-N,82.7339241
CCNCCC(=O)OC,[CH2]C(=O)OC,[CH2]NCC,3,C-C,77.70004691
CCNCCC(=O)OC,CO[C]=O,[CH2]CNCC,4,C-C,93.76678734
CCNCCC(=O)OC,CCNCCC([O])=O,[CH3],7,C-O,93.20014672
CCNCCC(=O)OC,[H],[CH2]CNCCC(=O)OC,8,C-H,100.3386891
CCNCCC(=O)OC,[H],C[CH]NCCC(=O)OC,11,C-H,90.64053751
CCNCCC(=O)OC,[H],CC[N]CCC(=O)OC,13,H-N,94.08116935
CCNCCC(=O)OC,[H],CCN[CH]CC(=O)OC,14,C-H,90.67003043
CCNCCC(=O)OC,[H],CCNC[CH]C(=O)OC,16,C-H,92.8361915
CCNCCC(=O)OC,[H],[CH2]OC(=O)CCNCC,18,C-H,98.21080608
N#C/N=N/c1ccccc1,[c]1ccccc1,[N]=NC#N,3,C-N,77.09889328
N#C/N=N/c1ccccc1,[H],N#C/N=N/c1[c]cccc1,10,C-H,112.8248632
N#C/N=N/c1ccccc1,[H],N#C/N=N/c1c[c]ccc1,11,C-H,111.5196445
N#C/N=N/c1ccccc1,[H],N#C/N=N/c1cc[c]cc1,12,C-H,111.4343032
C[C@H](N)C(=O)O,C[C@H](N)[C]=O,[OH],4,C-O,110.5595557
C[C@H](N)C(=O)O,[H],[CH2][C@H](N)C(=O)O,5,C-H,100.7804554
C[C@H](N)C(=O)O,[H],C[C@H]([NH])C(=O)O,9,H-N,100.3217464
C[C@H](N)CC(C)(C)N,C[C](C)N,[CH2][C@H](C)N,3,C-C,81.35591434
C[C@H](N)CC(C)(C)N,C[C](N)C[C@H](C)N,[CH3],4,C-C,82.19426637
C[C@H](N)CC(C)(C)N,C[C](C)C[C@H](C)N,[NH2],6,C-N,86.27056483
C[C@H](N)CC(C)(C)N,[H],[CH2][C@H](N)CC(C)(C)N,7,C-H,100.7798279
C[C@H](N)CC(C)(C)N,[H],C[C@H]([NH])CC(C)(C)N,11,H-N,100.050035
C[C@H](N)CC(C)(C)N,[H],C[C@H](N)[CH]C(C)(C)N,13,C-H,99.27380633
C[C@H](N)CC(C)(C)N,[H],C[C@H](N)CC(C)(C)[NH],21,H-N,100.7402949
N[C@H](CCC(=O)O)C(=O)O,[CH2][C@@H](N)C(=O)O,[CH2]C(=O)O,2,C-C,86.84285304
N[C@H](CCC(=O)O)C(=O)O,[CH2]C[C@@H](N)C(=O)O,O=[C]O,3,C-C,95.3606602
N[C@H](CCC(=O)O)C(=O)O,N[C@H](CC[C]=O)C(=O)O,[OH],5,C-O,112.3153259
N[C@H](CCC(=O)O)C(=O)O,N[C@@H]([C]=O)CCC(=O)O,[OH],8,C-O,111.0515227
N[C@H](CCC(=O)O)C(=O)O,[H],[NH][C@H](CCC(=O)O)C(=O)O,9,H-N,103.9186279
N[C@H](CCC(=O)O)C(=O)O,[H],N[C@H]([CH]CC(=O)O)C(=O)O,12,C-H,98.44361192
N[C@H](CCC(=O)O)C(=O)O,[H],N[C@H](C[CH]C(=O)O)C(=O)O,14,C-H,91.37095798
N[C@H](CCC(=O)O)C(=O)O,[H],N[C@H](CCC([O])=O)C(=O)O,16,H-O,113.2101537
O=C(CO)CO,O=[C]CO,[CH2]O,1,C-C,85.09524047
O=C(CO)CO,[CH2]C(=O)CO,[OH],2,C-O,89.84611111
O=C(CO)CO,[H],O=C([CH]O)CO,5,C-H,78.50200341
O=C(CO)CO,[H],[O]CC(=O)CO,7,H-O,105.5482688
N[C@H](CC(=O)O)C(=O)O,[CH2][C@@H](N)C(=O)O,O=[C]O,2,C-C,94.2938949
N[C@H](CC(=O)O)C(=O)O,N[C@H](C[C]=O)C(=O)O,[OH],4,C-O,114.3641428
N[C@H](CC(=O)O)C(=O)O,N[C@@H]([C]=O)CC(=O)O,[OH],7,C-O,110.6988627
N[C@H](CC(=O)O)C(=O)O,[H],[NH][C@H](CC(=O)O)C(=O)O,8,H-N,108.1925917
N[C@H](CC(=O)O)C(=O)O,[H],N[C@H]([CH]C(=O)O)C(=O)O,11,C-H,95.80493657
N[C@H](CC(=O)O)C(=O)O,[H],N[C@H](CC([O])=O)C(=O)O,13,H-O,112.5098537
NC(=O)CC[C@H](N)C(=O)O,N[C@@H](CC[C]=O)C(=O)O,[NH2],0,C-N,104.8994245
NC(=O)CC[C@H](N)C(=O)O,N[C]=O,[CH2]C[C@H](N)C(=O)O,2,C-C,90.43408704
NC(=O)CC[C@H](N)C(=O)O,NC(=O)CC[C@H](N)[C]=O,[OH],8,C-O,112.5675845
NC(=O)CC[C@H](N)C(=O)O,[H],[NH]C(=O)CC[C@H](N)C(=O)O,9,H-N,120.6273101
NC(=O)CC[C@H](N)C(=O)O,[H],NC(=O)[CH]C[C@H](N)C(=O)O,11,C-H,92.16852192
NC(=O)CC[C@H](N)C(=O)O,[H],NC(=O)C[CH][C@H](N)C(=O)O,13,C-H,96.77318296
NC(=O)CC[C@H](N)C(=O)O,[H],[NH][C@@H](CCC(N)=O)C(=O)O,16,H-N,100.5802801
CC(C)=O,C[C]=O,[CH3],0,C-C,84.86494467
CC(C)=O,[H],[CH2]C(C)=O,3,C-H,95.06447596
CC(C)O,C[CH]O,[CH3],0,C-C,86.40987183
CC(C)O,C[CH]C,[OH],2,C-O,95.88149267
CC(C)O,[H],C[C](C)O,6,C-H,92.30280885
CC(C)O,[H],CC(C)[O],10,H-O,103.7975187
COc1ccnc(C)n1,[CH3],Cc1nccc([O])n1,0,C-O,84.75262056
COc1ccnc(C)n1,C[O],Cc1n[c]ccn1,1,C-O,106.0578061
COc1ccnc(C)n1,[CH3],COc1ccn[c]n1,6,C-C,101.827768
COc1ccnc(C)n1,[H],[CH2]Oc1ccnc(C)n1,9,C-H,97.85312595
COc1ccnc(C)n1,[H],COc1[c]cnc(C)n1,12,C-H,115.4509883
COc1ccnc(C)n1,[H],COc1c[c]nc(C)n1,13,C-H,106.0578061
COc1ccnc(C)n1,[H],[CH2]c1nccc(OC)n1,14,C-H,92.39254263
CC1(N)CC1,N[C]1CC1,[CH3],0,C-C,90.46232495
CC1(N)CC1,C[C]1CC1,[NH2],1,C-N,95.28724165
CC1(N)CC1,[H],CC1([NH])CC1,8,H-N,95.48741702
CC(=O)/C(C)=N/O,C[C]=O,C[C]=NO,2,C-C,92.23817542
CC(=O)/C(C)=N/O,CC(=[N])C(C)=O,[OH],5,N-O,64.38556095
CC(=O)/C(C)=N/O,[H],[CH2]C(=O)/C(C)=N/O,6,C-H,94.73691626
CC(=O)/C(C)=N/O,[H],[CH2]/C(=N\O)C(C)=O,9,C-H,89.22048464
O=C1CCO1,[H],O=C1[CH]CO1,5,C-H,99.1188116
O=C1CCO1,[H],O=C1C[CH]O1,7,C-H,100.1196885
N#CCCCCCC(=O)O,[CH2]CCCC(=O)O,[CH2]C#N,2,C-C,83.14180496
N#CCCCCCC(=O)O,[CH2]CCC(=O)O,[CH2]CC#N,3,C-C,90.42279188
N#CCCCCCC(=O)O,[CH2]CC(=O)O,[CH2]CCC#N,4,C-C,89.21483706
N#CCCCCCC(=O)O,[CH2]C(=O)O,[CH2]CCCC#N,5,C-C,85.24019505
N#CCCCCCC(=O)O,O=[C]O,[CH2]CCCCC#N,6,C-C,95.82501686
N#CCCCCCC(=O)O,[H],N#C[CH]CCCCC(=O)O,9,C-H,92.29904379
N#CCCCCCC(=O)O,[H],N#CC[CH]CCCC(=O)O,11,C-H,97.66299072
N#CCCCCCC(=O)O,[H],N#CCC[CH]CCC(=O)O,13,C-H,95.83882206
N#CCCCCCC(=O)O,[H],N#CCCC[CH]CC(=O)O,15,C-H,96.97147581
N#CCCCCCC(=O)O,[H],N#CCCCC[CH]C(=O)O,17,C-H,91.05218341
N#CCCCCCC(=O)O,[H],N#CCCCCCC([O])=O,19,H-O,112.3128158
C[C@H](O)CO,[CH2][C@H](C)O,[OH],3,C-O,97.78535498
C[C@H](O)CO,[H],[CH2][C@H](O)CO,4,C-H,101.1851987
C[C@H](O)CO,[H],C[C@H]([O])CO,8,H-O,104.4852686
C[C@H](O)CO,[H],C[C@H](O)[CH]O,9,C-H,93.84585348
C[C@H](O)CO,[H],C[C@H](O)C[O],11,H-O,103.0470179
COC[C@H](O)COC(C)C,CC(C)OC[C@@H](O)C[O],[CH3],0,C-O,86.94074444
COC[C@H](O)COC(C)C,C[O],[CH2][C@H](O)COC(C)C,1,C-O,86.60628214
COC[C@H](O)COC(C)C,CC(C)[O],[CH2][C@@H](O)COC,5,C-O,87.33168255
COC[C@H](O)COC(C)C,COC[C@H](O)C[O],C[CH]C,6,C-O,88.04704281
COC[C@H](O)COC(C)C,C[CH]OC[C@@H](O)COC,[CH3],7,C-C,85.94175011
COC[C@H](O)COC(C)C,[H],[CH2]OC[C@H](O)COC(C)C,9,C-H,95.60915377
COC[C@H](O)COC(C)C,[H],CO[CH][C@H](O)COC(C)C,12,C-H,95.61354633
COC[C@H](O)COC(C)C,[H],COC[C@H]([O])COC(C)C,15,H-O,105.8149601
COC[C@H](O)COC(C)C,[H],COC[C@H](O)[CH]OC(C)C,16,C-H,94.94713177
COC[C@H](O)COC(C)C,[H],COC[C@H](O)CO[C](C)C,18,C-H,93.35890649
CC(=O)C(=O)O,C[C]=O,O=[C]O,2,C-C,83.12799976
CC(=O)C(=O)O,[H],[CH2]C(=O)C(=O)O,5,C-H,93.21834448
CC(=O)C(=O)O,[H],CC(=O)C([O])=O,8,H-O,114.9188607
CN(/C=N/N)CC(=O)O,N/N=C/[N]CC(=O)O,[CH3],0,C-N,70.77736762
CN(/C=N/N)CC(=O)O,CN(C=[N])CC(=O)O,[NH2],3,N-N,68.7749864
CN(/C=N/N)CC(=O)O,C[N]/C=N/N,[CH2]C(=O)O,4,C-N,64.07180644
CN(/C=N/N)CC(=O)O,O=[C]O,[CH2]N(C)/C=N/N,5,C-C,86.91752661
CN(/C=N/N)CC(=O)O,CN(/C=N/N)C[C]=O,[OH],7,C-O,111.7511953
CN(/C=N/N)CC(=O)O,[H],[CH2]N(/C=N/N)CC(=O)O,8,C-H,92.53812472
CN(/C=N/N)CC(=O)O,[H],CN(/[C]=N/N)CC(=O)O,11,C-H,100.9492554
CN(/C=N/N)CC(=O)O,[H],CN(/C=N/[NH])CC(=O)O,12,H-N,81.86419663
CN(/C=N/N)CC(=O)O,[H],CN([CH]C(=O)O)/C=N/N,14,C-H,92.3762274
CN(C)N,C[N]N,[CH3],0,C-N,62.30097605
CN(C)N,C[N]C,[NH2],2,N-N,61.79708632
CN(C)N,[H],[CH2]N(C)N,3,C-H,89.22989727
CN(C)N,[H],CN(C)[NH],9,H-N,76.63453663
O=C(O)CCCCC(=O)O,O=[C]CCCCC(=O)O,[OH],1,C-O,111.8948948
O=C(O)CCCCC(=O)O,[CH2]CCCC(=O)O,O=[C]O,2,C-C,95.2207257
O=C(O)CCCCC(=O)O,[CH2]CCC(=O)O,[CH2]C(=O)O,3,C-C,86.12561025
O=C(O)CCCCC(=O)O,[CH2]CC(=O)O,[CH2]CC(=O)O,4,C-C,89.22424969
O=C(O)CCCCC(=O)O,[H],[O]C(=O)CCCCC(=O)O,9,H-O,112.0229067
O=C(O)CCCCC(=O)O,[H],O=C(O)[CH]CCCC(=O)O,10,C-H,92.56761764
O=C(O)CCCCC(=O)O,[H],O=C(O)C[CH]CCC(=O)O,12,C-H,98.29112723
CCCC(C)(CO)CO,[CH2]CC(C)(CO)CO,[CH3],0,C-C,89.0573323
CCCC(C)(CO)CO,[CH2]C(C)(CO)CO,[CH2]C,1,C-C,86.32076555
CCCC(C)(CO)CO,C[C](CO)CO,[CH2]CC,2,C-C,86.70919362
CCCC(C)(CO)CO,CCC[C](CO)CO,[CH3],3,C-C,87.90397076
CCCC(C)(CO)CO,CCC[C](C)CO,[CH2]O,4,C-C,85.3970723
CCCC(C)(CO)CO,[H],[CH2]CCC(C)(CO)CO,8,C-H,100.1880869
CCCC(C)(CO)CO,[H],C[CH]CC(C)(CO)CO,11,C-H,97.06811219
CCCC(C)(CO)CO,[H],CC[CH]C(C)(CO)CO,13,C-H,96.35086941
CCCC(C)(CO)CO,[H],[CH2]C(CO)(CO)CCC,15,C-H,99.68984479
COC(=O)C(=O)C(C)C,CC(C)[C]=O,CO[C]=O,3,C-C,80.07956104
COC(=O)C(=O)C(C)C,COC(=O)[C]=O,C[CH]C,5,C-C,83.38465094
COC(=O)C(=O)C(C)C,C[CH]C(=O)C(=O)OC,[CH3],6,C-C,76.93323091
COC(=O)C(=O)C(C)C,[H],[CH2]OC(=O)C(=O)C(C)C,8,C-H,98.05016378
COC(=O)C(=O)C(C)C,[H],COC(=O)C(=O)[C](C)C,11,C-H,84.69237969
CC(C)N(C)N=O,C[CH]N(C)N=O,[CH3],0,C-C,80.30295424
CC(C)N(C)N=O,C[N]N=O,C[CH]C,2,C-N,68.67081991
CC(C)N(C)N=O,CC(C)[N]N=O,[CH3],3,C-N,68.75741615
CC(C)N(C)N=O,C[N]C(C)C,[N]=O,4,N-N,46.52288975
CC(C)N(C)N=O,[H],C[C](C)N(C)N=O,9,C-H,87.10075924
CC(C)N(C)N=O,[H],[CH2]N(N=O)C(C)C,13,C-H,90.73215382
COC(=O)C1CCNCC1,[O]C(=O)C1CCNCC1,[CH3],0,C-O,92.6548414
COC(=O)C1CCNCC1,CO[C]=O,[CH]1CCNCC1,3,C-C,91.56297574
COC(=O)C1CCNCC1,[H],[CH2]OC(=O)C1CCNCC1,10,C-H,97.45967781
COC(=O)C1CCNCC1,[H],COC(=O)[C]1CCNCC1,13,C-H,87.66049726
COC(=O)C1CCNCC1,[H],COC(=O)C1CC[N]CC1,18,H-N,93.7216067
CNC(=O)CCC(=O)O,[CH3],[NH]C(=O)CCC(=O)O,0,C-N,102.7966419
CNC(=O)CCC(=O)O,O=[C]CCC(=O)O,C[NH],1,C-N,99.51351476
CNC(=O)CCC(=O)O,CN[C]=O,[CH2]CC(=O)O,3,C-C,88.73730271
CNC(=O)CCC(=O)O,[CH2]C(=O)O,[CH2]C(=O)NC,4,C-C,83.31123239
CNC(=O)CCC(=O)O,O=[C]O,[CH2]CC(=O)NC,5,C-C,96.00448444
CNC(=O)CCC(=O)O,CNC(=O)CC[C]=O,[OH],7,C-O,112.6868112
CNC(=O)CCC(=O)O,[H],[CH2]NC(=O)CCC(=O)O,8,C-H,93.6312454
CNC(=O)CCC(=O)O,[H],C[N]C(=O)CCC(=O)O,11,H-N,111.5604325
CNC(=O)CCC(=O)O,[H],CNC(=O)[CH]CC(=O)O,12,C-H,91.9576789
CNC(=O)CCC(=O)O,[H],CNC(=O)C[CH]C(=O)O,14,C-H,90.99257005
CNC(=O)CCC(=O)O,[H],CNC(=O)CCC([O])=O,16,H-O,111.7461752
O=N[C@@H]1CNCCO1,[H],O=N[C@@H]1[CH]NCCO1,9,C-H,86.80583001
O=N[C@@H]1CNCCO1,[H],O=N[C@@H]1C[N]CCO1,11,H-N,94.29326739
O=N[C@@H]1CNCCO1,[H],O=N[C@@H]1CN[CH]CO1,12,C-H,93.86907131
O=N[C@@H]1CNCCO1,[H],O=N[C@@H]1CNC[CH]O1,14,C-H,95.75599087
O=C(O)[C@@H]1CCCNC1,O=[C][C@@H]1CCCNC1,[OH],1,C-O,104.75698
O=C(O)[C@@H]1CCCNC1,[H],O=C(O)[C@@H]1[CH]CCNC1,11,C-H,90.81937757
O=C(O)[C@@H]1CCCNC1,[H],O=C(O)[C@@H]1C[CH]CNC1,13,C-H,91.31385466
O=C(O)[C@@H]1CCCNC1,[H],O=C(O)[C@@H]1CC[CH]NC1,15,C-H,88.27420107
O=C(O)[C@@H]1CCCNC1,[H],O=C(O)[C@@H]1CCC[N]C1,17,H-N,87.7395634
O=C(O)[C@@H]1CCCNC1,[H],O=C(O)[C@H]1[CH]NCCC1,18,C-H,84.71936258
O=C1C=c2ccccc2=N1,[H],O=C1[C]=c2ccccc2=N1,11,C-H,117.0379586
O=C1C=c2ccccc2=N1,[H],O=C1C=c2[c]cccc2=N1,12,C-H,111.1494142
O=C1C=c2ccccc2=N1,[H],O=C1C=c2c[c]ccc2=N1,13,C-H,110.9843793
O=C1C=c2ccccc2=N1,[H],O=C1C=c2cc[c]cc2=N1,14,C-H,109.9803649
O=C1C=c2ccccc2=N1,[H],O=C1C=c2ccc[c]c2=N1,15,C-H,113.1762682
O=C1NC[C@@H]2C=CC=C[C@H]12,[H],O=C1[N]C[C@@H]2C=CC=C[C@H]12,11,H-N,107.8706796
O=C1NC[C@@H]2C=CC=C[C@H]12,[H],O=C1N[CH][C@@H]2C=CC=C[C@H]12,12,C-H,92.99244124
O=C1NC[C@@H]2C=CC=C[C@H]12,[H],O=C1NC[C@@H]2[C]=CC=C[C@H]12,15,C-H,110.5062174
O=C1NC[C@@H]2C=CC=C[C@H]12,[H],O=C1NC[C@@H]2C=[C]C=C[C@H]12,16,C-H,110.091434
O=C1NC[C@@H]2C=CC=C[C@H]12,[H],O=C1NC[C@@H]2C=C[C]=C[C@H]12,17,C-H,110.0293106
O=C1NC[C@@H]2C=CC=C[C@H]12,[H],O=C1NC[C@@H]2C=CC=[C][C@H]12,18,C-H,110.5877936
COC(CC#N)OC,C[O],CO[CH]CC#N,1,C-O,88.48127904
COC(CC#N)OC,CO[CH]OC,[CH2]C#N,2,C-C,80.72275776
COC(CC#N)OC,[H],CO[C](CC#N)OC,10,C-H,94.76327164
COC(CC#N)OC,[H],COC([CH]C#N)OC,11,C-H,94.67542038
NNC1CCCCC1,[NH]C1CCCCC1,[NH2],0,N-N,66.92320734
NNC1CCCCC1,[CH]1CCCCC1,[NH]N,1,C-N,67.05184669
NNC1CCCCC1,[H],[NH]NC1CCCCC1,8,H-N,79.63591217
NNC1CCCCC1,[H],N[N]C1CCCCC1,10,H-N,77.76091528
NNC1CCCCC1,[H],NN[C]1CCCCC1,11,C-H,91.61003891
NNC1CCCCC1,[H],NNC1CC[CH]CC1,16,C-H,98.83768757
OCCc1ccccc1,[CH2]Cc1ccccc1,[OH],0,C-O,96.97273082
OCCc1ccccc1,[CH2]O,[CH2]c1ccccc1,1,C-C,77.13403379
OCCc1ccccc1,[CH2]CO,[c]1ccccc1,2,C-C,103.154322
OCCc1ccccc1,[H],[O]CCc1ccccc1,9,H-O,103.9361982
OCCc1ccccc1,[H],O[CH]Cc1ccccc1,10,C-H,93.84208842
OCCc1ccccc1,[H],OC[CH]c1ccccc1,12,C-H,90.56774646
OCCc1ccccc1,[H],OCCc1[c]cccc1,14,C-H,111.0960759
OCCc1ccccc1,[H],OCCc1c[c]ccc1,15,C-H,110.9856343
OCCc1ccccc1,[H],OCCc1cc[c]cc1,16,C-H,111.3590022
CCCC[C@H](N)C(=O)O,[CH2]CC[C@H](N)C(=O)O,[CH3],0,C-C,89.94839508
CCCC[C@H](N)C(=O)O,[CH2]C[C@H](N)C(=O)O,[CH2]C,1,C-C,87.24006623
CCCC[C@H](N)C(=O)O,[CH2][C@H](N)C(=O)O,[CH2]CC,2,C-C,88.75110791
CCCC[C@H](N)C(=O)O,CCCC[C@H](N)[C]=O,[OH],7,C-O,110.3568703
CCCC[C@H](N)C(=O)O,[H],[CH2]CCC[C@H](N)C(=O)O,8,C-H,100.2225999
CCCC[C@H](N)C(=O)O,[H],C[CH]CC[C@H](N)C(=O)O,11,C-H,97.63287029
CCCC[C@H](N)C(=O)O,[H],CC[CH]C[C@H](N)C(=O)O,13,C-H,96.86919184
CCCC[C@H](N)C(=O)O,[H],CCC[CH][C@H](N)C(=O)O,15,C-H,97.18984894
CCCC[C@H](N)C(=O)O,[H],CCCC[C@H]([NH])C(=O)O,18,H-N,100.4309329
Nc1ccncn1,[NH2],[c]1ccncn1,0,C-N,110.0017002
Nc1ccncn1,[H],[NH]c1ccncn1,7,H-N,102.4301766
Nc1ccncn1,[H],Nc1[c]cncn1,9,C-H,113.4988078
Nc1ccncn1,[H],Nc1c[c]ncn1,10,C-H,105.7440516
Nc1ccncn1,[H],Nc1ccn[c]n1,11,C-H,106.2730417
CCN(CC)CC,[CH2]N(CC)CC,[CH3],0,C-C,80.57466564
CCN(CC)CC,CC[N]CC,[CH2]C,1,C-N,75.86960315
CCN(CC)CC,[H],[CH2]CN(CC)CC,6,C-H,99.21356546
CCN(CC)CC,[H],C[CH]N(CC)CC,9,C-H,91.17580268
CN1CC(=O)N=C1N,NC1=NC(=O)C[N]1,[CH3],0,C-N,83.30119224
CN1CC(=O)N=C1N,CN1[C]=NC(=O)C1,[NH2],6,C-N,115.7183072
CN1CC(=O)N=C1N,[H],CN1CC(=O)N=C1[NH],13,H-N,106.4060736
CNN,[CH3],[NH]N,0,C-N,66.92822741
CNN,C[NH],[NH2],1,N-N,66.98093817
CNN,[H],[CH2]NN,2,C-H,91.62635414
CNN,[H],C[N]N,5,H-N,77.76844539
CNN,[H],CN[NH],6,H-N,80.12536919
C=CC,[CH3],[CH]=C,1,C-C,101.1262129
C=CC,[H],[CH]=CC,2,C-H,109.710536
C=CC,[H],C=[C]C,4,C-H,105.7528368
C=CC,[H],[CH2]C=C,5,C-H,87.16915772
CCCC(=O)O,[CH2]CC(=O)O,[CH3],0,C-C,89.63903314
CCCC(=O)O,[CH2]C(=O)O,[CH2]C,1,C-C,85.097123
CCCC(=O)O,O=[C]O,[CH2]CC,2,C-C,95.14165956
CCCC(=O)O,CCC[C]=O,[OH],4,C-O,112.045497
CCCC(=O)O,[H],[CH2]CCC(=O)O,5,C-H,100.2520929
CCCC(=O)O,[H],C[CH]CC(=O)O,8,C-H,97.76841224
CCCC(=O)O,[H],CC[CH]C(=O)O,10,C-H,92.44713592
CCCC(=O)O,[H],CCCC([O])=O,12,H-O,111.7568429
CCOCC,[CH2]OCC,[CH3],0,C-C,87.32289742
CCOCC,CC[O],[CH2]C,1,C-O,85.76479257
CCOCC,[H],[CH2]COCC,4,C-H,101.27054
CCOCC,[H],C[CH]OCC,7,C-H,93.58480973
Nn1ccnn1,[H],[NH]n1ccnn1,6,H-N,87.23567367
Nn1ccnn1,[H],Nn1[c]cnn1,8,C-H,121.0527612
Nn1ccnn1,[H],Nn1c[c]nn1,9,C-H,117.8091672
CCCC[C@H](C)OC(C)=O,[CH2]CC[C@H](C)OC(C)=O,[CH3],0,C-C,89.30457084
CCCC[C@H](C)OC(C)=O,[CH2]C[C@H](C)OC(C)=O,[CH2]C,1,C-C,87.6768125
CCCC[C@H](C)OC(C)=O,[CH2]CC,[CH2][C@H](C)OC(C)=O,2,C-C,89.40559979
CCCC[C@H](C)OC(C)=O,CCCC[C@H](C)[O],C[C]=O,6,C-O,101.8240029
CCCC[C@H](C)OC(C)=O,CCCC[C@H](C)O[C]=O,[CH3],7,C-C,94.10187715
CCCC[C@H](C)OC(C)=O,[H],[CH2]CCC[C@H](C)OC(C)=O,9,C-H,100.195617
CCCC[C@H](C)OC(C)=O,[H],C[CH]CC[C@H](C)OC(C)=O,12,C-H,97.11580288
CCCC[C@H](C)OC(C)=O,[H],CC[CH]C[C@H](C)OC(C)=O,14,C-H,97.48917073
CCCC[C@H](C)OC(C)=O,[H],CCC[CH][C@H](C)OC(C)=O,16,C-H,98.37709597
CCCC[C@H](C)OC(C)=O,[H],[CH2][C@@H](CCCC)OC(C)=O,19,C-H,101.7273665
CCCC[C@H](C)OC(C)=O,[H],[CH2]C(=O)O[C@@H](C)CCCC,22,C-H,97.27393514
CC(C)[C@H](O)C(=O)O,C[CH][C@H](O)C(=O)O,[CH3],0,C-C,91.90434063
CC(C)[C@H](O)C(=O)O,CC(C)[C@H](O)[C]=O,[OH],6,C-O,113.3852287
CC(C)[C@H](O)C(=O)O,[H],C[C](C)[C@H](O)C(=O)O,10,C-H,97.507996
CC(C)[C@H](O)C(=O)O,[H],CC(C)[C@H]([O])C(=O)O,15,H-O,107.1346116
CC(=O)C(N)=O,NC(=O)[C]=O,[CH3],0,C-C,90.9191515
CC(=O)C(N)=O,C[C]=O,N[C]=O,2,C-C,80.28663901
CC(=O)C(N)=O,[H],[CH2]C(=O)C(N)=O,5,C-H,93.22775711
CC(=O)C(N)=O,[H],CC(=O)C([NH])=O,8,H-N,120.6241725
CC(C)C[C@H](N)C(=O)O,C[CH]C[C@H](N)C(=O)O,[CH3],0,C-C,87.08067895
CC(C)C[C@H](N)C(=O)O,[CH2][C@H](N)C(=O)O,C[CH]C,2,C-C,86.74809918
CC(C)C[C@H](N)C(=O)O,CC(C)C[C@H](N)[C]=O,[OH],7,C-O,110.1698726
CC(C)C[C@H](N)C(=O)O,[H],CC(C)[CH][C@H](N)C(=O)O,15,C-H,97.65106805
CC(C)C[C@H](N)C(=O)O,[H],CC(C)C[C@H]([NH])C(=O)O,18,H-N,100.2571129
CC(C)[C@H](N)CO,C[CH][C@H](N)CO,[CH3],0,C-C,87.45341929
CC(C)[C@H](N)CO,[CH2][C@@H](N)C(C)C,[OH],5,C-O,97.57576697
CC(C)[C@H](N)CO,[H],C[C](C)[C@H](N)CO,9,C-H,94.7814694
CC(C)[C@H](N)CO,[H],CC(C)[C@H]([NH])CO,14,H-N,100.1542015
CC(C)[C@H](N)CO,[H],CC(C)[C@H](N)[CH]O,16,C-H,92.33167426
CC(C)[C@H](N)CO,[H],CC(C)[C@H](N)C[O],18,H-O,105.3556236
CN(C)N=O,C[N]N=O,[CH3],0,C-N,70.39144958
CN(C)N=O,C[N]C,[N]=O,2,N-N,46.91884793
CN(C)N=O,[H],[CH2]N(C)N=O,4,C-H,90.59033679
CC(C)(N)C(=O)O,C[C](N)C(=O)O,[CH3],0,C-C,68.14120231
CC(C)(N)C(=O)O,C[C](C)C(=O)O,[NH2],2,C-N,78.75426203
CC(C)(N)C(=O)O,C[C](C)N,O=[C]O,3,C-C,86.49207551
CC(C)(N)C(=O)O,CC(C)(N)[C]=O,[OH],5,C-O,109.5599339
CC(C)(N)C(=O)O,[H],CC(C)([NH])C(=O)O,12,H-N,100.4867812
NC1CCCCC1,[CH]1CCCCC1,[NH2],0,C-N,87.59711885
NC1CCCCC1,[H],[NH]C1CCCCC1,7,H-N,99.60826862
NC1CCCCC1,[H],N[C]1CCCCC1,9,C-H,90.68320812
NC1CCCCC1,[H],NC1CC[CH]CC1,14,C-H,97.56886437
CCO,[CH2]O,[CH3],0,C-C,87.2513614
